"Entrez GeneId","Gene Symbol","Name","Genome Location","Chr Band","Somatic","Germline","Tumour Types(Somatic)","Tumour Types(Germline)","Cancer Syndrome","Tissue Type","Molecular Genetics","Role in Cancer","Mutation Types","Translocation Partner","Other Germline Mut","Other Syndrome","Synonyms","Uniprot_ID","Annotation"
57674,"RNF213","ring finger protein 213","17:80340149-80393498","17q25.3","yes","","ALCL","","","L","Dom","","T","ALK","","","C17orf27,57674,RNF213,ENSG00000173821,Q63HN8,KIAA1554","Q63HN8","5 out of 5"
57698,"KIAA1598","KIAA1598","10:116886555-117005079","10q25.3","yes","","Spitzoid tumour","","","E","Dom","","T","ROS1","","","ENSG00000187164,57698,KIAA1598,shootin1,shootin-1,MGC40476,DKFZp686A0439","A0MZ66","5 out of 5"
57820,"CCNB1IP1","cyclin B1 interacting protein 1, E3 ubiquitin protein ligase","14:20311550-20316523","14q11.2","yes","","leiomyoma","","","M","Dom","TSG","T","HMGA2","","","C14orf18,CCNB1IP1,57820,ENSG00000100814,Q9NPC3,HEI10","Q9NPC3","5 out of 5"
58508,"KMT2C","lysine (K)-specific methyltransferase 2C","7:152136832-152435786","7q36.1","yes","","medulloblastoma","","","O","Rec","TSG","N","","","","ENSG00000055609,KMT2C,MLL3,58508","Q8NEZ4","5 out of 5"
63035,"BCORL1","BCL6 corepressor-like 1","X:130005232-130056136","Xq25-q26.1","yes","","AML, HNSCC","","","E, L","","oncogene/TSG","Mis, N, F","","","","ENSG00000085185,63035,BCORL1,FLJ11362,RP3-510O21_1,B930011H20Rik","Q5H9F3","5 out of 5"
63976,"PRDM16","PR domain containing 16","1:3069260-3433811","1p36.23-p33","yes","","MDS, AML","","","L","Dom","","T","MECOM","","","KIAA1675,63976,PRDM16,ENSG00000142611,MEL1,PFM13,Q9HAZ2","Q9HAZ2","5 out of 5"
64109,"CRLF2","cytokine receptor-like factor 2","X,Y:1196780-1212634","Xp22.3; Yp11.3","yes","","B-ALL, Downs associated ALL","","","L","Dom","oncogene/fusion","Mis, T","P2RY8, IGH","","","ENSG00000205755,64109,CRLF2","Q9HC73","5 out of 5"
64324,"NSD1","nuclear receptor binding SET domain protein 1","5:177135104-177295459","5q35","yes","","AML","","","L","Dom","","T","NUP98","yes","Sotos Syndrome","FLJ44628,64324,NSD1,ENSG00000165671,Q96L73,FLJ22263,DKFZp666C163,ARA267,STO,SOTOS","Q96L73","5 out of 5"
64764,"CREB3L2","cAMP responsive element binding protein 3-like 2","7:137880476-138001705","7q34","yes","","fibromyxoid sarcoma","","","M","Dom","oncogene","T","FUS","","","MGC131709,CREB3L2,64764,ENSG00000182158,TCAG_1951439,BBF2H7,MGC71006","Q70SY1","5 out of 5"
64783,"RBM15","RNA binding motif protein 15","1:110339407-110345610","1p13","yes","","acute megakaryocytic leukaemia","","","L","Dom","","T","MKL1","","","Q96T37,RBM15,64783,ENSG00000162775,OTT,OTT1","Q96T37","5 out of 5"
64784,"CRTC3","CREB regulated transcription coactivator 3","15:90530072-90642140","15q26.1","yes","","salivary gland mucoepidermoid","","","E","Dom","","T","MAML2","","","FLJ21868,64784,CRTC3,ENSG00000140577,TORC3","Q6UUV7","5 out of 5"
64901,"RANBP17","RAN binding protein 17","5:170862034-171298858","5q34","yes","","ALL","","","L","Dom","","T","TRD","","","ENSG00000204764,64901,RANBP17,Q9H2T7,FLJ32916","Q9H2T7","4 out of 5"
64919,"BCL11B","B-cell CLL/lymphoma 11B  (CTIP2)","14:99174151-99271218","14q32.1","yes","","T-ALL","","","L","Dom","oncogene/TSG","T","TLX3","","","CTIP-2,BCL11B,64919,ENSG00000127152,CTIP2,hRIT1-alpha,Q9C0K0","Q9C0K0","5 out of 5"
79058,"ASPSCR1","alveolar soft part sarcoma chromosome region, candidate 1","17:81977648-82017323","17q25","yes","","alveolar soft part sarcoma","","","M","Dom","oncogene","T","TFE3","","","Q9BZE9,79058,ASPSCR1,ENSG00000169696","Q9BZE9","5 out of 5"
79145,"CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7","8:56214614-56217435","8q11.2","yes","","salivary adenoma","","","E","Dom","","T","PLAG1","","","ENSG00000170791,79145,CHCHD7,Q9BUK0,MGC2217,FLJ40966","Q9BUK0","4 out of 5"
79577,"CDC73","cell division cycle 73","1:193122201-193250712","1q21-q31","yes","yes","parathyroid adenoma","parathyroid adenoma, multiple ossifying jaw fibroma","hyperparathyroidism-jaw tumour syndrome","E, M","Rec","TSG","Mis, N, F","","","","HRPT2,79577,CDC73,ENSG00000134371,HPT-JT,Q6P1J9,FLJ23316,C1orf28","Q6P1J9","5 out of 5"
79633,"FAT4","FAT atypical cadherin 4","4:125316412-125491768","4q28.1","yes","","lymphoma, pancreatic, head and neck, melanoma, hepatocellular carcinoma","","","E, L","","TSG","Mis, N","","yes","Hennekam lymphangiectasia-lymphedema syndrome 2, Van Maldergem syndrome 2","ENSG00000196159,79633,FAT4","Q6V0I7","5 out of 5"
79718,"TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","3:177025498-177064977","3q26.32","yes","","splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma","","","L, E, M","Rec","","F, Mis","","","","C21,79718,TBL1XR1,TBLR1,IRA1,FLJ12894,DC42","Q9BZK7","5 out of 5"
79728,"PALB2","partner and localizer of BRCA2","16:23603459-23641157","16p12.1","","yes","","Wilms tumour, medulloblastoma, AML ,breast","Fanconi anaemia N, breast cancer susceptibility","L, O, E","Rec","TSG","F, N, Mis","","","","ENSG00000083093,79728,PALB2","Q86YC2","5 out of 5"
80204,"FBXO11","F-box protein 11","2:47808118-47839749","2p16.3","yes","","DLBCL","","","L","Rec","TSG","Mis, F, D","","","","MGC44383,80204,FBXO11,ENSG00000138081,Q86XK2,VIT1,UG063H01,PRMT9,FLJ12673,FBX11","Q86XK2","5 out of 5"
80243,"PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2","8:67952395-68231378","8q13.2","yes","","melanoma, pancreatic ductal adenocarcinoma","","","E","Dom","oncogene","Mis, N","","","","6230420N16Rik,DEPDC2,80243,PREX2,ENSG00000046889,FLJ12987,DEP_2,PREX2,P-REX2","Q70Z35","5 out of 5"
80304,"C2orf44","chromosome 2 open reading frame 44","2:24030933-24039494","2p23.3","yes","","colorectal","","","E","Dom","oncogene","T","ALK","","","FLJ21945,80304,C2orf44,ENSG00000163026,PP384","Q9H6R7","5 out of 5"
80312,"TET1","tet methylcytosine dioxygenase 1","10:68572340-68691815","10q21","yes","","AML","","","L","Dom","oncogene/TSG","T","KMT2A","","","KIAA1676,TET1,80312,ENSG00000138336,CXXC6,bA119F7_1,TET1,Q8NFU7,LCX","Q8NFU7","5 out of 5"
80380,"PDCD1LG2","programmed cell death 1 ligand 2","9:5522547-5569959","9p24.2","yes","","PMBL, Hodgkin lymphoma","","","L","Dom","","T","CIITA","","","Q9BQ51,PDCD1LG2,80380,ENSG00000197646,MGC142240,Btdc,PDCD1L2,CD273,B7DC,MGC142238,PD-L2,PDL2,bA574F11_2","Q9BQ51","5 out of 5"
81608,"FIP1L1","FIP1 like 1 (S. cerevisiae)","4:53377840-53459450","4q12","yes","","idiopathic hypereosinophilic syndrome","","","L","Dom","oncogene/fusion","T","PDGFRA","","","DKFZp586K0717,FIP1L1,81608,ENSG00000145216,Q6UN15","Q6UN15","5 out of 5"
83417,"FCRL4","Fc receptor-like 4","1:157575524-157597944","1q21","yes","","B-NHL","","","L","Dom","","T","IGH","","","FCRH4,83417,FCRL4,ENSG00000163518,IRTA1,IGFP2","Q96PJ5","5 out of 5"
83990,"BRIP1","BRCA1 interacting protein C-terminal helicase 1","17:61683296-61861539","17q22","","yes","","AML, leukaemia, breast","Fanconi anaemia J, breast cancer susceptiblity","L, E","Rec","TSG","F, N, Mis","","","","MGC126521,BRIP1,83990,ENSG00000136492,FANCJ,FLJ90232,Q9BX63,MGC126523,OF","Q9BX63","5 out of 5"
84231,"TRAF7","tumour necrosis factor receptor-associated factor 7","16:2163921-2176574","16p13.3","yes","","meningioma","","","O","Dom","","Mis","","","","DKFZp586I021,TRAF7,84231,ENSG00000131653,RNF119,MGC7807,Q6Q0C0,RFWD1","Q6Q0C0","5 out of 5"
84295,"PHF6","PHD finger protein 6","X:134377618-134425330","Xq26.3","yes","","ETP ALL","","","L","Rec","","F, N, S, Mis","","","","BORJ,PHF6,84295,ENSG00000156531,MGC14797","Q8IWS0","5 out of 5"
84376,"HOOK3","hook homolog 3","8:42897132-43018498","8p11.21","yes","","papillary thyroid","","","E","Dom","","T","RET","","","ENSG00000168172,84376,HOOK3,Q86VS8","Q86VS8","5 out of 5"
84433,"CARD11","caspase recruitment domain family, member 11","7:2906638-2958506","7p22","yes","","DLBCL","","","L","Dom","oncogene","Mis","","","","BIMP3,84433,CARD11,ENSG00000198286,CARMA1,MGC133069,Q9BXL7","Q9BXL7","5 out of 5"
84441,"MAML2","mastermind-like 2 (Drosophila)","11:95978948-96341895","11q22-q23","yes","","salivary gland mucoepidermoid","","","E","Dom","oncogene/fusion","T","CRTC3, CRTC1","","","MAM3,84441,MAML2,ENSG00000184384,MAM-3,MLL-MAML2,Q8IZL2,KIAA1819,DKFZp686N0150,MAM2","Q8IZL2","5 out of 5"
84870,"RSPO3","R-spondin 3","6:127119193-127196007","6q22.33","yes","","colorectal","","","E","Dom","","T","PTPRK","","","RSPO3,Q9BXY4,THSD2,PWTSR,FLJ14440,CRISTIN1,ENSG00000146374,84870","Q9BXY4","5 out of 5"
84902,"CEP89","centrosomal protein 89kDa","19:32879162-32971874","19q13.11","yes","","Spitzoid tumour","","","E","Dom","","T","BRAF","","","ENSG00000121289,84902,CEP89,CCDC123,Q96ST8,FLJ14640","Q96ST8","5 out of 5"
85414,"SLC45A3","solute carrier family 45, member 3","1:205659234-205664656","1q32","yes","","prostate","","","E","Dom","oncogene/fusion","T","ETV1, ETV5, ELK4, ERG, BRAF","","","IPCA-6,85414,SLC45A3,ENSG00000158715,Q96JT2,PRST,PCANAP6,IPCA6","Q96JT2","4 out of 5"
90993,"CREB3L1","cAMP responsive element binding protein 3-like 1","11:46278112-46320746","11p11.2","yes","","myxofibrosarcoma","","","M","Dom","TSG","T","FUS","","","CREB3L1,90993,Q96BA8,OASIS,ENSG00000157613","Q96BA8","5 out of 5"
92521,"SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","17:20096653-20314066","17p11.2","yes","","JMML","","","L","Dom","","T","PDGFRB","","","FLJ36955,SPECC1,CYTSB,SPECC1,92521,ENSG00000128487,Q5M775,NSP,HCMOGT-1","Q5M775","5 out of 5"
114825,"PWWP2A","PWWP domain containing 2A","5:160078155-160119388","5q33.3","yes","","Spitzoid tumour","","","E","Dom","","T","ROS1","","","PWWP2A,Q8IYR3_HUMAN,Q96N64,MST101,MGC132770,KIAA1935,ENSG00000170234,114825","Q96N64","3 out of 5"
116028,"RMI2","RecQ mediated genome instability 2","16:11345472-11350790","16p13.13","yes","","PMBL, Hodgkin lymphoma","","","L","Dom","","T","CIITA","","","MGC24665,116028,RMI2,C16orf75,ENSG00000175643","Q96E14","5 out of 5"
121227,"LRIG3","leucine-rich repeats and immunoglobulin-like domains 3","12:58872572-58920235","12q14.1","yes","","NSCLC","","","E","Dom","TSG/fusion","T","ROS1","","","Q6UXM1,121227,LRIG3,ENSG00000139263,FLJ90440,KIAA3016,FLJ26573","Q6UXM1","4 out of 5"
124540,"MSI2","musashi homolog 2 (Drosophila)","17:57257049-57631832","17q23.2","yes","","CML","","","L","Dom","oncogene/fusion","T","HOXA9","","","ENSG00000153944,124540,MSI2","Q96DH6","5 out of 5"
124583,"CANT1","calcium activated nucleotidase 1","17:78993550-78997622","17q25","yes","","prostate","","","E","Dom","oncogene","T","ETV4","","","ENSG00000171302,124583,CANT1,Q8WVQ1,SHAPY,SCAN-1","Q8WVQ1","5 out of 5"
139285,"AMER1","APC membrane recruitment protein 1","X:64186117-64193286","Xq11.2","yes","","Wilms tumour","","","O","Rec","TSG","F, D, N, Mis","","","","RP11-403E24_2,AMER1,139285,FAM123B,ENSG00000184675,FLJ39827,WTX","Q5JTC6","5 out of 5"
143187,"VTI1A","vesicle transport through interaction with t-SNAREs homolog 1A","10:112447374-112815383","10q25.2","yes","","colorectal","","","E","Dom","","T","TCF7L2","","","ENSG00000151532,Vti1-rp2,MVti1,143187,VTI1A","Q96AJ9","5 out of 5"
145788,"C15orf65","chromosome 15 open reading frame 65","15:-","15q21.3","yes","","PMBL, Hodgkin lymphoma","","","L","Dom","","T","CIITA","","","","H3BRN8","1 out of 5"
150465,"TTL","tubulin tyrosine ligase","2:112482346-112528796","2q13","yes","","ALL","","","L","Dom","","T","ETV6","","","2410003M22Rik,TTL,150465,ENSG00000114999,MGC46235,Q8NG68","Q8NG68","3 out of 5"
171017,"ZNF384","zinc finger protein 384 (CIZ/NMP4)","12:6667714-6679520","12p13","yes","","ALL","","","L","Dom","","T","EWSR1, TAF15","","","ENSG00000126746,171017,ZNF384","Q8TF68","4 out of 5"
171023,"ASXL1","additional sex combs like 1","20:32358776-32437338","20q11.1","yes","","MDS, CMML","","","L","Rec","TSG","F, N, Mis","","yes","Bohring-Opitz syndrome","ENSG00000171456,171023,ASXL1,Q8IXJ9,MGC71111,MGC117280,KIAA0978","Q8IXJ9","5 out of 5"
196528,"ARID2","AT rich interactive domain 2","12:45729837-45905078","12q12","yes","","hepatocellular carcinoma","","","E","Rec","TSG","N, S, F","","","","ENSG00000189079,196528,ARID2,Q68CP9,p200,KIAA1557,FLJ30619,DKFZp779P0222,DKFZp686G052,BAF200","Q68CP9","5 out of 5"
201163,"FLCN","folliculin","17:17213655-17228137","17p11.2","","yes","","renal, fibrofolliculomas, trichodiscomas","Birt-Hogg-Dube syndrome","E, M","Rec","TSG","Mis. N, F","","","","BHD,201163,FLCN,ENSG00000154803,MGC23445,MGC17998,FLCL","Q8NFG4","5 out of 5"
221895,"JAZF1","juxtaposed with another zinc finger gene 1","7:27832800-28180577","7p15.2-p15.1","yes","","endometrial stromal tumour","","","M","Dom","","T","SUZ12","","","Q86VZ6,221895,JAZF1,ENSG00000153814","Q86VZ6","5 out of 5"
256646,"NUTM1","NUT midline carcinoma, family member 1","15:34346021-34357492","15q14","yes","","lethal midline carcinoma","","","E","Dom","oncogene","T","BRD3, BRD4","","","NUT,NUTM1,256646,ENSG00000184507","Q86Y26","5 out of 5"
259283,"MDS2","myelodysplastic syndrome 2","1:23629556-23640550","1p36","yes","","MDS","","","L","Dom","","T","ETV6","","","Q8NDY4,MDS2,259283,ENSG00000197880","Q8NDY4","2 out of 5"
283149,"BCL9L","B-cell CLL/lymphoma 9-like","11:118898415-118909939","11q23.3","yes","","colorectal cancer, endometrial carcinoma, gastric cancer","","","E","","oncogene/TSG","Mis, F","","","","BCL9-2,BCL9L,283149,ENSG00000186174,DLNB11","Q86UU0","5 out of 5"
286530,"P2RY8","purinergic receptor P2Y, G-protein coupled, 8","X,Y:1465479-1466558","Xp22.3; Yp11.3","yes","","B-ALL, Down syndrome associated ALL","","","L","Dom","oncogene/fusion","T","CRLF2","","","RP11-261P4_4,286530,P2RY8,ENSG00000182162,MGC50878,P2Y8,Q86VZ1","Q86VZ1","4 out of 5"
340419,"RSPO2","R-spondin 2","8:107901075-108082638","8q23.1","yes","","colorectal","","","E","Dom","","T","EIF3E","","","Q6UXX9,RSPO2,340419,ENSG00000147655,MGC43342,MGC35555","Q6UXX9","5 out of 5"
345930,"ECT2L","epithelial cell transforming sequence 2 oncogene-like","6:138813275-138902627","6q24.1","yes","","ETP ALL","","","L","Rec","","N, S, Mis","","","","ECT2L,345930,C6orf91,Q008S8,LFDH,dJ509I19_3,dJ509I19_2,ENSG00000203734","Q008S8","3 out of 5"
728118,"NUTM2A","NUT family member 2A","10:87358266-87367372","10q23.2","yes","","endometrial stromal sarcoma","","","M","Dom","","T","YWHAE","","","ENSG00000184923,NUTM2A,Q5VT03,Q8IVF1,KIAA2020,728118,FAM22A","Q8IVF1","2 out of 5"
729262,"NUTM2B","NUT family member 2B","10:79703610-79712485","10q22.3","yes","","endometrial stromal sarcoma","","","M","Dom","","T","YWHAE","","","FAM22B,A6NNL0,729262,NUTM2B","A6NNL0","2 out of 5"
